1224	1152
358	209
8	157
638	603
692	614
1224	1150
37	186
477	328
465	316
1208	1059
619	768
217	366
216	365
185	36
33	182
1224	1083
647	498
776	925
657	508
1224	1138
220	71
43	192
466	615
354	503
669	818
1217	1068
531	455
1224	1140
1224	1182
479	330
1094	1221
1	35
341	490
454	603
1224	1183
665	516
568	717
251	102
274	423
735	884
1026	1175
27	176
498	647
802	951
757	906
299	443
881	1030
1100	1223
1100	1224
1184	1224
552	421
1113	1223
815	666
686	537
1	60
733	589
472	621
101	6
644	495
103	1
903	1042
946	1095
508	657
508	657
968	819
30	179
1215	1066
1215	1066
755	904
949	1098
939	790
720	571
1024	1129
213	64
813	664
362	501
247	98
471	620
50	1
1	133
76	225
916	1065
414	265
1	95
1223	1106
516	665
613	762
500	351
804	655
804	655
225	76
89	1
433	582
474	623
981	832
194	45
797	648
1185	1224
405	554
405	551
226	375
441	590
441	590
1069	1218
481	630
363	511
443	294
207	58
290	209
290	209
1224	1100
1195	1224
58	207
889	740
945	1094
1001	852
1	62
946	1095
1138	1224
623	474
153	297
488	339
417	268
1	48
441	292
891	1040
823	674
390	517
1049	900
749	898
958	809
71	1
182	331
196	345
1015	1164
425	574
834	968
974	1112
776	627
878	729
697	548
1056	1110
1084	964
1141	1224
363	214
994	1143
1045	1194
241	166
722	573
72	1
630	481
342	294
618	767
1023	1060
488	339
617	766
1062	1211
512	363
382	531
869	731
53	201
1108	959
498	647
90	239
418	269
812	961
174	272
635	784
298	447
1011	910
348	497
581	730
1094	1224
875	1023
226	375
1111	1224
287	436
1	39
944	795
955	806
1164	1224
835	686
219	109
571	720
135	284
335	484
1068	919
238	89
818	967
1116	1224
552	403
1156	1224
1156	1224
1020	1169
447	332
1144	1224
333	469
215	88
375	524
978	845
260	111
784	692
591	442
759	610
365	219
434	285
838	689
1111	1224
68	1
1075	1224
252	401
456	506
456	506
1224	1140
424	573
1004	1153
1	66
992	1141
238	387
238	387
958	1107
768	626
657	508
1000	851
176	27
328	454
740	591
515	413
515	413
50	1
801	950
1138	1224
266	117
445	594
1224	1171
963	814
963	814
1018	1167
1224	1126
933	784
933	784
1137	988
1056	1145
315	166
90	239
455	346
1185	1224
958	809
1224	1096
472	323
778	629
1051	902
1023	874
1135	986
1224	1120
752	603
421	552
532	681
217	68
589	734
721	572
6	102
357	506
1042	903
1135	986
697	548
697	548
685	828
297	148
957	1106
957	1106
995	846
1203	1054
541	690
290	439
1129	1023
404	553
501	356
1	126
800	651
1	50
315	166
541	392
1155	1006
160	309
455	306
1112	1224
716	567
430	579
430	579
40	189
386	535
589	440
624	475
697	846
1	148
539	688
726	577
726	577
740	591
613	464
613	464
56	1
1003	1152
761	612
575	427
221	370
209	290
209	290
983	1132
1224	1195
564	415
686	835
147	1
147	1
1206	1057
568	717
1123	1224
61	1
414	563
297	153
263	412
221	370
273	124
72	221
1224	1076
494	643
517	390
35	1
748	897
968	819
441	386
786	935
481	332
378	229
1196	1047
881	732
968	834
1106	974
578	727
729	878
442	591
1110	1055
964	1084
75	224
1224	1084
856	1005
168	241
331	480
34	183
294	342
878	729
1131	1023
167	316
1022	873
1224	1160
333	482
745	596
731	869
300	152
381	232
879	1028
892	743
323	176
145	294
1071	922
271	174
1021	872
475	326
910	1011
627	478
932	783
1224	1113
1074	925
527	378
705	556
39	1
624	773
1005	1154
678	827
1224	1163
231	82
60	1
682	823
109	227
997	848
370	221
487	338
900	1049
1	125
1015	866
1224	1115
367	516
646	497
1180	1031
332	448
469	333
97	215
540	391
845	978
26	175
694	786
100	1
233	382
486	635
227	365
281	430
491	640
1224	1109
419	270
506	456
506	456
1024	1173
812	663
336	187
1224	1079
390	241
390	241
629	768
471	620
811	960
1	50
454	328
497	646
416	515
416	515
1	50
1134	1224
1134	1224
1009	860
9	158
686	537
1102	1224
695	844
695	844
1224	1081
1099	1224
704	853
704	853
934	1083
1145	1055
95	244
358	209
346	455
